Date_time,X-Axis_DZ,Z-Axis_DZ,X-Axis_CZ2,Z-Axis_CZ2,X-Axis_DZ_LCL,X-Axis_DZ_UCL,Z-Axis_DZ_LCL,Z-Axis_DZ_UCL,X-Axis_CZ2_LCL,X-Axis_CZ2_UCL,Z-Axis_CZ2_LCL,Z-Axis_CZ2_UCL
03/28/2021 04:05:47,1.893992186,5.354437828,1.69735205,5.36099195,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/28/2021 03:55:47,1.966081977,5.11850214,1.72356641,5.34133053,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/28/2021 03:45:47,1.972635627,4.908781052,2.26096177,5.79354143,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/28/2021 03:35:47,2.129921913,5.249577522,1.68424487,6.14089155,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/28/2021 03:25:47,1.992296457,4.908781052,1.59904814,5.74111128,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/28/2021 03:15:47,2.12336874,4.758044243,1.53351212,5.70178843,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/28/2021 03:05:47,2.038171768,5.013641834,1.95949626,5.64280415,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/28/2021 02:55:47,1.933313966,5.170932293,1.80876327,5.43963718,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/28/2021 02:45:47,1.926760674,5.374099255,1.65803051,5.66901922,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/28/2021 02:35:47,2.031618118,5.007087708,1.48108339,5.65591192,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/28/2021 02:25:47,1.78258121,4.954657555,1.65803063,5.45274496,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/28/2021 02:15:47,1.848117232,5.144717216,1.59904838,5.30200768,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/28/2021 02:05:47,1.900546193,4.443462372,1.65803051,5.76732588,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/28/2021 01:55:47,2.090600729,4.744936466,1.65147686,5.66901922,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/28/2021 01:45:47,1.82845664,4.830135822,1.68424487,5.24302387,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/28/2021 01:35:47,1.959528446,5.000534058,1.52040493,5.24302387,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/28/2021 01:25:47,1.880885243,5.465852261,1.52695847,5.58381987,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/28/2021 01:15:47,2.005403519,4.830135822,1.46797621,5.51828241,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/28/2021 01:05:47,1.841563582,4.987426281,1.62526262,5.51828241,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/28/2021 00:55:47,2.018510818,5.052964211,1.45486891,5.64280415,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/28/2021 00:45:47,2.04472518,5.302007675,1.45486891,5.76732588,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/28/2021 00:35:47,2.084046841,4.908781052,1.4876368,5.24302387,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/28/2021 00:25:47,1.933313966,5.18404007,1.57938743,5.34133053,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/28/2021 00:15:47,1.78913486,4.967764854,1.71701276,5.64935827,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/28/2021 00:05:47,2.031618118,5.256131172,1.78910244,5.64935827,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 23:55:47,1.893992424,4.436908722,1.89396024,5.57071304,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 23:45:47,1.946421266,4.987426281,1.85463846,5.82631016,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 23:35:47,1.841564059,4.744936466,1.69079864,5.01364183,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 23:25:47,1.848117232,4.889119625,1.78254902,7.18949604,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 23:15:47,1.946421623,5.092287064,1.87429941,5.81975651,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 23:05:47,2.03817153,4.567984581,1.78254879,5.52483654,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 22:55:47,1.933314443,5.347884178,1.65803063,5.60348177,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 22:45:47,1.880885243,5.610035419,1.68424487,6.06224632,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 22:35:47,1.821902871,4.574538231,1.66458416,5.57726669,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 22:25:47,1.835010171,5.367545605,1.69735205,5.6952343,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 22:15:47,1.828456879,4.777705669,1.81531703,7.01909781,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 22:05:47,1.933314204,5.026749134,1.53351223,5.52483606,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 21:55:47,1.874331594,4.73182869,1.8153168,5.78043365,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 21:45:47,2.031618118,5.302007675,1.73012018,5.98360109,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 21:35:47,1.697384834,5.47240591,1.71701324,5.73455715,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 21:25:47,2.025064707,4.823581696,1.73012018,5.57726669,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 21:15:47,1.82845664,4.934996128,1.61215532,5.81320238,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 21:05:47,2.136475563,5.302007675,1.60560191,5.86563301,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 20:55:47,2.057832718,5.197147369,1.65803051,5.82631016,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 20:45:47,2.10370779,5.629696846,1.73012042,6.36371994,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 20:35:47,1.835010052,4.921888351,1.58594096,5.78698778,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 20:25:47,1.907100081,5.826310635,1.69735217,5.98360109,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 20:15:47,1.926760674,5.111948013,1.81531727,5.50517511,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 20:05:47,1.979189634,4.738382339,1.77599561,6.33750486,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 19:55:47,1.874331832,4.771151543,1.64492345,5.58382034,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 19:45:47,1.992296815,5.06607151,1.97260368,6.41615057,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 19:35:47,2.103708029,5.387207031,1.92672837,5.60348177,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 19:25:47,2.169244051,5.14471674,1.71045959,5.45274496,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 19:15:47,2.077493668,5.033302784,1.63181639,6.23919868,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 19:05:47,2.12336874,4.64007616,1.8218708,5.68868065,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 18:55:47,2.12336874,5.459298611,1.93328226,5.87874031,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 18:45:47,2.097154379,5.033302784,2.06435418,6.14089155,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 18:35:47,1.946421623,4.993979931,1.89396048,6.27196741,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 18:25:47,1.87433219,4.882565498,1.74978125,5.92461681,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 18:15:47,1.952975631,4.954657555,2.03813958,6.69140911,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 18:05:47,2.051279306,4.659737587,2.32649851,5.68868065,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 17:55:47,1.887439609,5.321669102,2.75903583,5.95738554,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 17:45:47,2.025064707,4.581091881,2.01847887,5.61658907,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 17:35:47,1.992296815,4.934996128,1.78910279,5.49206734,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 17:25:47,2.057832956,5.144717216,1.87429976,5.78043365,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 17:15:47,1.9333148,5.12505579,2.228194,5.87218666,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 17:05:47,2.057832718,5.164378643,2.22819424,6.20642948,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 16:55:47,1.972636461,4.817028046,1.85463881,5.79354143,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 16:45:47,1.952975631,5.465852261,1.84808517,5.93772459,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 16:35:47,1.939868212,5.085732937,2.26096201,6.07535362,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 16:25:47,2.018511534,5.085732937,1.84808517,6.37027359,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 16:15:47,1.821903586,5.203701496,2.07746124,5.79354143,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 16:05:47,2.018511534,4.771151543,1.97915721,5.64280462,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 15:55:47,2.15613699,4.915334702,1.80220997,5.78043365,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 15:45:47,1.966082811,4.869458675,2.05124712,5.83286428,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 15:35:47,1.946421862,5.085733414,1.92017508,5.65591192,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 15:25:47,1.952975631,5.60348177,1.8218708,6.25230551,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 15:15:47,1.828456998,4.869458675,1.71701324,5.55760527,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 15:05:47,1.952975631,4.803920269,2.02503252,5.6952343,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 14:55:47,2.038172007,4.961211205,1.73667407,5.79354143,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 14:45:47,2.011957884,5.026748657,1.75633478,6.5079031,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 14:35:47,1.821903467,5.308561802,1.76944196,5.95083189,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 14:25:47,1.933314681,4.941550255,1.72356677,5.36099195,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 14:15:47,1.952975273,5.052964211,1.82187057,6.06224632,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 14:05:47,1.966082454,5.60348177,1.84808481,5.61658907,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 13:55:47,1.933314681,5.013641834,1.78910279,5.58381987,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 13:45:47,2.005403996,4.908781052,1.84153163,5.73455715,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 13:35:47,1.828456879,4.705613613,2.03158593,5.79354143,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 13:25:47,1.815349579,5.229916096,2.12988997,5.66246557,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 13:15:47,2.011957645,5.210254669,1.65147698,5.66901922,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 13:05:47,2.051279306,5.269238949,1.97260368,5.56415939,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 12:55:47,2.057832718,5.629696846,1.65803087,6.16055298,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 12:45:47,1.86777842,5.47240591,2.03158593,5.97704744,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 12:35:47,2.103708029,5.039856911,1.84808505,5.76732588,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 12:25:47,1.900546432,5.315115452,2.03158593,6.23264456,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 12:15:47,1.808796048,5.347884655,1.82842445,5.2626853,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 12:05:47,1.920207381,4.961211205,1.71045959,5.45274496,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 11:55:47,1.998850465,4.967764854,1.89396048,6.29818249,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 11:45:50,1.900546432,5.000533581,1.96605003,5.93117094,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 11:39:24,2.038172007,5.12505579,1.76944196,5.76077271,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 11:29:24,1.671170354,5.229916096,1.95949638,5.40686846,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 11:19:24,1.966082454,4.784259319,1.51385128,5.42652988,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 11:09:24,1.861224651,5.452744961,1.63181639,5.49862146,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 10:59:24,1.861224771,5.256131172,1.64492357,5.80664873,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 10:49:24,1.900546193,5.655911922,1.690799,5.93772459,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 10:39:24,2.097154379,4.876011848,1.57938766,5.6100359,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 10:29:24,1.86777842,4.928442478,1.7432276,5.93117046,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 10:19:24,1.900546432,5.465852261,1.60560191,5.61658907,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 10:09:24,1.926760435,5.433083057,1.73667383,6.59965611,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 09:59:24,1.939867973,5.282346249,1.50729799,6.31128979,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 09:49:24,1.998849988,5.013641834,1.52040505,5.30200768,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 09:39:24,1.802242041,5.288899899,1.59249461,5.83941746,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 09:29:24,1.972635984,5.610035896,1.65147698,6.1343379,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 09:19:24,1.841563821,5.269238949,1.83497787,5.66246557,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 09:09:24,1.900546074,5.111948013,1.63181615,5.6952343,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 08:59:24,2.005403519,5.12505579,1.80220985,5.97049332,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 08:49:24,1.828456402,5.282346249,1.5728339,5.65591192,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 08:39:24,1.992296576,5.367545605,1.63836992,5.95738554,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 08:29:24,1.736706018,5.328222752,1.71045959,5.88529444,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 08:19:24,1.972635627,5.13816309,1.57283378,6.06224585,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 08:09:24,2.005403519,5.223362446,1.86119246,5.44619083,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 07:59:24,1.76292038,5.714896202,1.70390582,5.45274496,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 07:49:24,1.939867616,5.616589069,1.68424499,5.83286428,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 07:39:24,1.697384477,5.295454025,1.58594108,6.57344103,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 07:29:24,1.854670763,5.05951786,1.52040517,5.84597111,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 07:19:24,1.926760435,4.843243122,1.60560179,5.70834208,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 07:09:24,1.874331594,4.823582172,1.65803063,5.70834208,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 06:59:24,2.084046841,5.223362446,1.67769134,5.89184809,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 06:49:24,2.182350874,5.767325878,1.63181627,5.72144985,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 06:39:24,1.913653255,5.026749134,1.60560179,5.32166862,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 06:29:24,2.084046841,5.878740311,1.56628025,5.94427824,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 06:19:24,1.893992186,5.269238949,1.98571038,5.66246557,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 06:09:24,1.874331474,5.413422108,2.17576504,5.6952343,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 05:59:24,1.907099605,5.583819866,1.95949626,5.77388,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 05:49:24,1.802242041,5.465852261,1.717013,6.02947712,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 05:39:24,1.893992186,5.052964211,2.06435394,5.74766493,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 05:29:24,2.149582863,5.269238949,1.93328166,5.57726669,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 05:19:24,1.854670763,5.669019222,1.57938719,5.53794384,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 05:09:24,1.76292038,5.419976234,1.80220985,5.65591192,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 04:59:24,1.952974796,5.478960037,1.65803051,6.02292347,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 04:49:24,2.018510818,5.321668625,1.63181627,5.92461681,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 04:39:24,1.893992424,5.256131172,1.82842398,5.59037399,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 04:29:24,1.82845664,5.334776402,1.92672801,5.57071304,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 04:19:24,2.031618118,5.439637184,1.74978077,5.78043365,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 04:09:24,2.005403519,5.256131172,1.65147686,6.0884614,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 03:59:24,1.880885243,5.13160944,1.65803051,6.09501505,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 03:49:24,1.998850226,5.315115452,1.72356665,6.23919868,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 03:39:24,2.018510818,5.459298611,1.55972636,5.86563301,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 03:29:24,1.946421266,5.492067337,1.63181627,5.60348177,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 03:19:24,1.80879581,5.485513687,1.54006565,5.80009508,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 03:09:24,1.998849988,4.980872631,1.59904814,5.7148962,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 02:59:24,1.828456402,4.961211205,1.60560167,5.65591192,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 02:49:24,1.867778063,4.823582172,1.6252625,5.65591192,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 02:39:24,1.835010052,5.072625637,1.5138514,5.78043365,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 02:29:24,1.900546074,5.610035419,1.61870897,6.06224632,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 02:19:24,2.005403519,5.708342075,2.01847887,5.92461681,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 02:09:24,1.821902871,5.12505579,1.80220997,5.95083189,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 01:59:24,1.992296457,5.360991955,1.67113781,6.29162836,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 01:49:24,1.880885243,5.328222752,1.66458416,5.67557335,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 01:39:24,1.880885243,5.55105114,1.9201746,6.39648867,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 01:29:24,2.018510818,5.223362446,1.8153168,6.18021441,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 01:19:24,1.887438774,5.026748657,1.75633466,5.75421858,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 01:09:24,1.979189277,4.889119625,1.83497763,6.18676805,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 00:59:24,1.710491657,5.000534058,1.69079888,6.24575186,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
03/27/2021 00:49:24,1.907099605,4.509000301,1.61215544,5.84597111,1.25,2.9,9.2,16.3,0.8,3.28,2.62,6.77
